id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
7700479,20050.0,20050.0,20050.0, 36 months,16.2,706.88,C,C4,FINANCIAL ADVISOR,10+ years,MORTGAGE,100000.0,Verified,Oct-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7700479,,debt_consolidation,Consolidate,331xx,FL,19.39,1.0,Feb-1991,660.0,664.0,0.0,8.0,,11.0,0.0,17383.0,90.5,23.0,f,0.0,0.0,25447.6734659791,25447.67,20050.0,5397.67,0.0,0.0,0.0,Oct-2016,706.87,,Oct-2016,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,430175.0,,,,,,,,,,,,19200.0,,,,2.0,39107.0,0.0,100.8,0.0,0.0,138.0,276.0,87.0,12.0,1.0,98.0,,,,0.0,4.0,6.0,4.0,8.0,9.0,7.0,13.0,6.0,11.0,0.0,0.0,0.0,1.0,91.0,100.0,0.0,0.0,453131.0,33400.0,15700.0,21931.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
51881135,30000.0,30000.0,30000.0, 36 months,16.99,1069.44,D,D3,pharmacist,1 year,RENT,112000.0,Source Verified,Jun-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51881135,,other,Other,346xx,FL,11.19,1.0,Oct-2002,675.0,679.0,2.0,3.0,,11.0,0.0,3265.0,15.5,29.0,f,0.0,0.0,33987.4500081971,33987.45,30000.0,3987.45,0.0,0.0,0.0,Aug-2016,9327.52,,Mar-2019,754.0,750.0,0.0,3.0,1.0,Individual,,,,0.0,0.0,156326.0,,,,,,,,,,,,21000.0,,,,6.0,15633.0,10753.0,19.8,1.0,0.0,130.0,152.0,7.0,7.0,2.0,7.0,,5.0,3.0,2.0,4.0,6.0,5.0,9.0,10.0,9.0,17.0,6.0,11.0,0.0,0.0,1.0,4.0,89.7,0.0,0.0,0.0,178151.0,156326.0,13400.0,157151.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
104111069,2000.0,2000.0,2000.0, 36 months,28.69,83.48,F,F1,Patient Service Rep,10+ years,MORTGAGE,30000.0,Verified,Apr-2017,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=104111069,,other,Other,841xx,UT,8.72,0.0,Oct-1983,665.0,669.0,4.0,,45.0,7.0,2.0,3174.0,71.0,16.0,w,0.0,0.0,848.51,848.51,267.87,323.12,0.0,257.52,46.3536,Dec-2017,83.48,,May-2018,524.0,520.0,0.0,64.0,1.0,Individual,,,,0.0,0.0,182157.0,4.0,1.0,1.0,1.0,5.0,4115.0,85.0,2.0,3.0,2370.0,71.0,4500.0,1.0,0.0,5.0,7.0,26022.0,1750.0,68.0,0.0,0.0,228.0,401.0,1.0,1.0,4.0,1.0,,1.0,,0.0,2.0,3.0,3.0,5.0,2.0,3.0,9.0,2.0,7.0,,0.0,0.0,6.0,81.0,50.0,1.0,0.0,184814.0,8778.0,3500.0,4861.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88383193,16000.0,16000.0,15975.0, 36 months,10.99,523.75,B,B4,Trade Development Manager,1 year,RENT,125000.0,Source Verified,Aug-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88383193,,debt_consolidation,Debt consolidation,945xx,CA,17.19,3.0,Mar-2005,660.0,664.0,1.0,7.0,,19.0,0.0,19505.0,60.2,41.0,f,0.0,0.0,8075.78,8063.16,6034.62,1841.16,0.0,200.0,36.0,Dec-2017,523.75,,Mar-2019,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,124936.0,1.0,3.0,0.0,2.0,14.0,105431.0,68.0,4.0,5.0,5097.0,62.0,32400.0,0.0,0.0,1.0,7.0,6576.0,7157.0,67.6,0.0,0.0,137.0,121.0,4.0,4.0,0.0,8.0,7.0,4.0,7.0,0.0,7.0,11.0,8.0,13.0,17.0,16.0,24.0,11.0,19.0,0.0,0.0,0.0,4.0,90.0,50.0,0.0,0.0,160688.0,124936.0,22100.0,128288.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Dec-2018,BROKEN,Jul-2018,4701.56,45.0,24.0
8617161,10000.0,10000.0,10000.0, 36 months,15.1,347.15,C,C2,Shop Manager,5 years,RENT,80000.0,Source Verified,Nov-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8617161,,debt_consolidation,Debt consolidation loan,928xx,CA,14.48,0.0,Aug-2008,680.0,684.0,1.0,,,8.0,0.0,7460.0,78.5,14.0,f,0.0,0.0,12497.0922655605,12497.09,10000.0,2497.09,0.0,0.0,0.0,Nov-2016,346.84,,Dec-2018,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,38897.0,,,,,,,,,,,,9500.0,,,,3.0,5557.0,710.0,85.5,0.0,0.0,57.0,63.0,5.0,5.0,0.0,17.0,,6.0,,0.0,2.0,4.0,3.0,4.0,4.0,6.0,10.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,55956.0,38897.0,4900.0,46456.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
71016264,13000.0,13000.0,13000.0, 36 months,10.75,424.07,B,B4,Escrow Manager,4 years,RENT,170000.0,Source Verified,Feb-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=71016264,,credit_card,Credit card refinancing,906xx,CA,15.97,0.0,Dec-2001,670.0,674.0,1.0,,65.0,10.0,1.0,12229.0,40.8,22.0,w,0.0,0.0,14903.3783412646,14903.38,13000.0,1903.38,0.0,0.0,0.0,Dec-2017,6387.39,,Jan-2019,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,95131.0,4.0,3.0,4.0,6.0,5.0,82902.0,94.0,1.0,1.0,5188.0,74.0,30000.0,4.0,3.0,3.0,7.0,9513.0,12062.0,30.7,0.0,0.0,111.0,170.0,5.0,5.0,1.0,29.0,,5.0,,0.0,3.0,5.0,3.0,6.0,7.0,7.0,14.0,5.0,10.0,0.0,0.0,0.0,5.0,100.0,33.3,1.0,0.0,117508.0,95131.0,17400.0,87508.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20169303,13625.0,13625.0,13625.0, 36 months,16.99,485.71,D,D3,Psychiatric Technician,10+ years,MORTGAGE,110000.0,Source Verified,Jul-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20169303,,debt_consolidation,Debt consolidation,945xx,CA,7.99,0.0,May-2000,665.0,669.0,1.0,,51.0,10.0,1.0,4311.0,42.3,34.0,w,0.0,0.0,16198.51,16198.51,12208.6,3789.67,0.0,200.24,2.0024,Apr-2017,485.71,,Oct-2017,584.0,580.0,0.0,,1.0,Individual,,,,0.0,0.0,27997.0,,,,,,,,,,,,10200.0,,,,10.0,3111.0,3516.0,42.4,0.0,0.0,145.0,169.0,3.0,3.0,5.0,3.0,,3.0,,0.0,3.0,4.0,5.0,14.0,6.0,9.0,23.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,60.0,1.0,0.0,48609.0,27997.0,6100.0,38409.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
42924764,10500.0,10500.0,10500.0, 36 months,12.29,350.21,C,C1,Watch Center Specialist,1 year,RENT,46000.0,Not Verified,Mar-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=42924764,,debt_consolidation,Debt consolidation,853xx,AZ,22.2,0.0,May-2003,665.0,669.0,1.0,45.0,,13.0,0.0,10178.0,64.0,23.0,f,0.0,0.0,10141.75,10141.75,8146.1,1995.65,0.0,0.0,0.0,Aug-2017,350.21,,Jan-2018,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,26226.0,,,,,,,,,,,,15900.0,,,,7.0,2186.0,450.0,92.4,0.0,0.0,71.0,142.0,2.0,2.0,0.0,3.0,,2.0,45.0,0.0,4.0,8.0,4.0,6.0,6.0,11.0,17.0,8.0,13.0,0.0,0.0,0.0,4.0,95.7,100.0,0.0,0.0,45995.0,26226.0,5900.0,30095.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
69681087,24700.0,24700.0,24625.0, 36 months,17.27,883.95,D,D3,social work,3 years,MORTGAGE,65000.0,Not Verified,Jan-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=69681087,,debt_consolidation,,100xx,NY,15.47,2.0,Jun-1995,670.0,674.0,1.0,7.0,,18.0,0.0,10423.0,56.6,36.0,f,0.0,0.0,7076.99,7055.5,1064.56,655.94,0.0,5356.49,964.168200127,Mar-2016,883.95,,Oct-2018,569.0,565.0,0.0,7.0,1.0,Individual,,,,0.0,0.0,335925.0,4.0,3.0,0.0,2.0,15.0,55199.0,77.0,4.0,4.0,3536.0,68.0,18400.0,0.0,1.0,1.0,6.0,20995.0,1958.0,79.8,0.0,0.0,144.0,224.0,1.0,1.0,3.0,28.0,,2.0,8.0,1.0,4.0,8.0,4.0,10.0,7.0,14.0,26.0,10.0,18.0,0.0,0.0,1.0,4.0,88.9,50.0,0.0,0.0,383114.0,65622.0,9700.0,64714.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,May-2018,BROKEN,Dec-2017,9609.93,45.0,20.0
55928137,14000.0,14000.0,13975.0, 36 months,10.99,458.28,B,B4,Associate Professor ,10+ years,MORTGAGE,60000.0,Not Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55928137,,credit_card,Credit card refinancing,681xx,NE,11.1,0.0,Aug-2000,675.0,679.0,0.0,,,11.0,0.0,25776.0,65.0,17.0,f,0.0,0.0,16510.722463417398,16481.24,14000.0,2510.72,0.0,0.0,0.0,Aug-2018,458.11,,Jul-2018,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,111621.0,,,,,,,,,,,,39850.0,,,,8.0,11162.0,5193.0,66.0,0.0,0.0,131.0,179.0,8.0,8.0,1.0,8.0,,8.0,,0.0,7.0,9.0,11.0,11.0,2.0,9.0,14.0,8.0,10.0,,0.0,0.0,3.0,100.0,42.9,0.0,0.0,137750.0,25776.0,36350.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
14590831,35000.0,35000.0,35000.0, 60 months,22.45,975.64,E,E5,PRODUCTION SUPERVISOR,2 years,RENT,152000.0,Source Verified,Apr-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=14590831,,other,Other,531xx,WI,11.06,0.0,Jul-1989,695.0,699.0,4.0,,,24.0,0.0,40830.0,37.5,56.0,f,0.0,0.0,38836.434236944704,38836.43,35000.0,3836.43,0.0,0.0,0.0,Oct-2014,33958.23,,Dec-2016,784.0,780.0,0.0,,1.0,Individual,,,,0.0,135.0,146436.0,,,,,,,,,,,,109000.0,,,,7.0,6973.0,41055.0,25.8,0.0,0.0,165.0,297.0,5.0,5.0,5.0,5.0,,1.0,,0.0,4.0,9.0,8.0,14.0,10.0,19.0,36.0,9.0,24.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,243376.0,54249.0,55300.0,30294.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21751238,21225.0,21225.0,21225.0, 60 months,16.99,527.39,D,D3,Lic. Psychiatric Technician,2 years,RENT,71200.0,Source Verified,Jul-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=21751238,,debt_consolidation,Debt consolidation,939xx,CA,18.74,0.0,Jul-1994,680.0,684.0,0.0,,61.0,10.0,1.0,16279.0,55.7,30.0,w,0.0,0.0,23324.15,23324.15,21225.0,2099.15,0.0,0.0,0.0,Feb-2015,20159.81,,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,42670.0,,,,,,,,,,,,29200.0,,,,4.0,4267.0,520.0,87.9,0.0,0.0,98.0,240.0,7.0,7.0,7.0,48.0,,,,0.0,2.0,4.0,2.0,8.0,3.0,9.0,20.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,1.0,0.0,63634.0,42670.0,4300.0,34434.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
